"State/UT","Year","Season","Pump Type","Agricultural Demand (%)","Industrial Demand (%)","Domestic Demand (%)","Total Demand (%)","Subsidy Impact Factor","Market Growth Rate (%)","Energy Efficiency Rating"
"Punjab","2022","Monsoon","Floating","18","16","33","67","7.8218448829644","1.4798948967805","4"
"Punjab","2022","Winter","Submersible","22","30","47","99","3.2064094273387","2.6929335042168","3"
"Punjab","2022","Winter","Surface Suction","11","21","55","87","2.0767877222186","1.7414349435969","3"
"Punjab","2022","Winter","Floating","28","11","63","102","3.9296530480584","2.5085809131248","2"
"Punjab","2023","Summer","Submersible","37","36","29","102","4.2672613606594","3.3103040752217","3"
"Punjab","2023","Summer","Surface Suction","34","31","58","123","0.39221064948507","5.0282080533808","4"
"Punjab","2023","Summer","Floating","40","35","62","137","16.082184921223","5.7517660868003","1"
"Punjab","2023","Monsoon","Submersible","30","55","28","113","3.4030528228903","2.5283230027453","3"
"Punjab","2023","Monsoon","Surface Suction","68","31","31","130","10.705054692586","5.2287735995518","4"
"Punjab","2023","Monsoon","Floating","35","14","28","77","5.5713590641132","5.6295331868069","3"
"Punjab","2023","Winter","Submersible","51","39","45","135","3.2711007682764","3.6150901570816","3"
"Punjab","2023","Winter","Surface Suction","17","32","61","110","14.644758281846","1.5266374847406","4"
"Punjab","2023","Winter","Floating","67","14","35","116","1.1557639403973","1.843920035402","4"
"Punjab","2024","Summer","Submersible","61","29","21","111","10.00667311352","3.90165404051","2"
"Punjab","2024","Summer","Surface Suction","38","38","38","114","9.8534866062201","3.0339638209694","3"
"Punjab","2024","Summer","Floating","59","55","27","141","16.827135426104","3.4890856393633","1"
"Punjab","2024","Monsoon","Submersible","50","49","53","152","2.4582236508449","2.2184235575204","4"
"Punjab","2024","Monsoon","Surface Suction","16","36","33","85","6.9253210157586","4.9277271610928","4"
"Punjab","2024","Monsoon","Floating","29","56","55","140","6.2808800603529","3.7575972978293","3"
"Punjab","2024","Winter","Submersible","38","33","41","112","6.0297683070872","6.8081257673658","3"
"Punjab","2024","Winter","Surface Suction","63","47","29","139","8.3338967934693","3.3125265983793","1"
"Punjab","2024","Winter","Floating","15","33","52","100","11.66844030366","1.3693400656","4"
"Punjab","2025","Summer","Submersible","36","47","37","120","18.87130434314","1.2512823630327","3"
"Punjab","2025","Summer","Surface Suction","22","49","49","120","15.666733838492","3.1138141262606","1"
"Punjab","2025","Summer","Floating","43","45","49","137","0.16731319968288","1.4960022279193","4"
"Punjab","2025","Monsoon","Submersible","27","14","38","79","10.240362533509","6.9534514891667","4"
"Punjab","2025","Monsoon","Surface Suction","30","19","56","105","10.511587481245","3.979871274337","1"
"Punjab","2025","Monsoon","Floating","18","33","63","114","8.8153049535074","6.9673548436584","1"
"Punjab","2025","Winter","Submersible","28","37","60","125","9.0845564761374","2.4325953640238","2"
"Punjab","2025","Winter","Surface Suction","49","55","30","134","13.904593114955","3.5079953015221","3"
"Punjab","2025","Winter","Floating","37","38","42","117","12.747849958703","5.2981268972445","4"
"Rajasthan","2015","Summer","Submersible","56","59","24","139","18.336131561496","4.3610313734042","3"
"Rajasthan","2015","Summer","Surface Suction","68","56","61","185","18.298598732586","2.0173811114267","2"
"Rajasthan","2015","Summer","Floating","58","54","61","173","18.76723200592","6.484938769921","3"
"Rajasthan","2015","Monsoon","Submersible","25","53","57","135","1.2182445374305","3.5730340917843","4"
"Rajasthan","2015","Monsoon","Surface Suction","65","13","49","127","16.635706003703","6.8828247866984","4"
"Rajasthan","2015","Monsoon","Floating","53","48","28","129","10.056861239982","1.311292465564","1"
"Rajasthan","2015","Winter","Submersible","32","30","31","93","7.301673465688","6.4755053075489","3"
"Rajasthan","2015","Winter","Surface Suction","13","29","33","75","12.760064704325","4.7723283221535","1"
"Rajasthan","2015","Winter","Floating","47","35","21","103","3.9141550327758","1.1670986654965","2"
"Rajasthan","2016","Summer","Submersible","51","49","50","150","2.8820792606593","6.8480704648427","4"
"Rajasthan","2016","Summer","Surface Suction","58","22","38","118","2.2096725593613","6.1726244407089","3"
"Rajasthan","2016","Summer","Floating","46","34","35","115","10.045497291908","5.32893503879","2"
"Rajasthan","2016","Monsoon","Submersible","32","23","25","80","16.948122698585","3.1413993230485","3"
"Rajasthan","2016","Monsoon","Surface Suction","21","22","55","98","14.54208898117","1.643807262224","2"
"Rajasthan","2016","Monsoon","Floating","59","49","27","135","17.870691669969","3.3355983808543","2"
"Rajasthan","2016","Winter","Submersible","53","24","55","132","7.8013213149526","6.1814620188349","2"
"Rajasthan","2016","Winter","Surface Suction","32","49","64","145","17.278716149199","5.6891387771984","3"
"Rajasthan","2016","Winter","Floating","22","37","39","98","5.5609749666668","3.3913957696003","3"
"Rajasthan","2017","Summer","Submersible","33","43","26","102","15.469480356455","6.250725954295","2"
"Rajasthan","2017","Summer","Surface Suction","51","31","24","106","4.2851086868637","3.0452980929541","2"
"Rajasthan","2017","Summer","Floating","69","24","50","143","12.766835011622","4.9273971473416","1"
"Rajasthan","2017","Monsoon","Submersible","34","34","40","108","10.632014980358","2.1206848429742","2"
"Rajasthan","2017","Monsoon","Surface Suction","52","32","23","107","11.929491550879","2.6498751518418","2"
"Rajasthan","2017","Monsoon","Floating","38","29","52","119","11.086451961673","2.9724759300976","2"
"Rajasthan","2017","Winter","Submersible","22","16","27","65","6.6563672218334","5.5292351734514","1"
"Rajasthan","2017","Winter","Surface Suction","65","25","29","119","11.068554015741","1.0683380085313","4"
"Rajasthan","2017","Winter","Floating","40","23","63","126","13.764665546713","4.0754957610828","3"
"Rajasthan","2018","Summer","Submersible","10","38","23","71","9.5313588716004","2.7763930602337","4"
"Rajasthan","2018","Summer","Surface Suction","62","30","64","156","19.55425625651","1.64754732979","2"
"Rajasthan","2018","Summer","Floating","41","46","34","121","5.0159667022393","5.1382098541877","3"
"Rajasthan","2018","Monsoon","Submersible","43","15","36","94","10.642654791647","3.4138572027488","1"
"Rajasthan","2018","Monsoon","Surface Suction","68","14","42","124","15.213595224419","6.5650213077795","1"
"Rajasthan","2018","Monsoon","Floating","66","28","52","146","18.289153017619","1.5406817976049","2"
"Rajasthan","2018","Winter","Submersible","68","15","52","135","11.972743576597","2.7552425708894","2"
"Rajasthan","2018","Winter","Surface Suction","60","28","47","135","9.69984569155","2.833458755967","2"
"Rajasthan","2018","Winter","Floating","36","43","23","102","16.159313785215","3.2085138259973","4"
"Rajasthan","2019","Summer","Submersible","16","59","45","120","4.8846740072816","4.3621118441198","1"
"Rajasthan","2019","Summer","Surface Suction","29","51","64","144","7.8354348402401","4.4627336194867","2"
"Rajasthan","2019","Summer","Floating","22","21","29","72","19.692887387467","1.8295920632612","1"
"Rajasthan","2019","Monsoon","Submersible","31","27","21","79","8.3410640740584","4.982790352256","2"
"Rajasthan","2019","Monsoon","Surface Suction","35","30","49","114","8.6471198429353","6.9501967661114","4"
"Rajasthan","2019","Monsoon","Floating","19","57","62","138","0.81570026871036","2.8900496511386","3"
"Rajasthan","2019","Winter","Submersible","24","26","37","87","18.832663629704","5.2667771080185","2"
"Rajasthan","2019","Winter","Surface Suction","32","44","58","134","18.884591587285","5.8708786416747","3"
"Rajasthan","2019","Winter","Floating","37","25","35","97","3.5604064858454","5.9480874353676","2"
"Rajasthan","2020","Summer","Submersible","22","53","28","103","17.153207940845","2.5974009671068","1"
"Rajasthan","2020","Summer","Surface Suction","46","52","41","139","13.202378059923","6.016475651001","2"
"Rajasthan","2020","Summer","Floating","57","21","42","120","0.90231757202919","6.6006460430252","1"
"Rajasthan","2020","Monsoon","Submersible","32","47","51","130","15.893611510216","5.4864605555657","3"
"Rajasthan","2020","Monsoon","Surface Suction","67","54","24","145","12.500535756207","6.1240980020127","4"
"Rajasthan","2020","Monsoon","Floating","41","30","43","114","8.6594609967941","1.426147405896","2"
"Rajasthan","2020","Winter","Submersible","19","33","59","111","10.264399516556","6.2326363824795","4"
"Rajasthan","2020","Winter","Surface Suction","66","32","41","139","7.5639269905644","4.4584333087218","4"
"Rajasthan","2020","Winter","Floating","40","44","58","142","14.323290763552","1.812513098907","2"
"Rajasthan","2021","Summer","Submersible","33","26","64","123","16.224611168027","2.3358954113607","1"
"Rajasthan","2021","Summer","Surface Suction","69","59","48","176","16.055313429241","2.4334281740055","4"
"Rajasthan","2021","Summer","Floating","10","36","43","89","12.056150645335","6.915949433024","4"
"Rajasthan","2021","Monsoon","Submersible","64","53","21","138","7.9545795124544","3.5686814184834","3"
"Rajasthan","2021","Monsoon","Surface Suction","54","41","20","115","17.86002724793","5.3150681443119","4"
"Rajasthan","2021","Monsoon","Floating","68","35","39","142","4.9999747044766","4.2107230460404","4"
"Rajasthan","2021","Winter","Submersible","32","55","29","116","15.532136795928","4.3133336810431","2"
"Rajasthan","2021","Winter","Surface Suction","64","59","48","171","7.1976519550911","6.6325607629826","2"
"Rajasthan","2021","Winter","Floating","67","51","24","142","0.62723137609177","2.0216148227716","2"
"Rajasthan","2022","Summer","Submersible","12","49","50","111","10.163275809163","1.3778284524022","2"
"Rajasthan","2022","Summer","Surface Suction","11","48","61","120","9.9430763176574","1.8087147095046","1"
"Rajasthan","2022","Summer","Floating","13","54","63","130","2.5227157259153","6.595874304047","1"
"Rajasthan","2022","Monsoon","Submersible","34","58","56","148","11.138502047804","1.6493598805933","2"
"Rajasthan","2022","Monsoon","Surface Suction","28","23","59","110","4.379402542116","3.979298881611","2"
"Rajasthan","2022","Monsoon","Floating","26","52","27","105","5.4192641574244","2.7137595981015","3"
"Rajasthan","2022","Winter","Submersible","55","14","43","112","0.63769590417184","1.4565999338846","1"
"Rajasthan","2022","Winter","Surface Suction","29","12","56","97","4.637192277657","5.7876591355198","4"
"Rajasthan","2022","Winter","Floating","22","57","22","101","8.5864553140839","3.4473095611022","2"
"Rajasthan","2023","Summer","Submersible","35","26","53","114","9.1896660210033","6.9506732700082","1"
"Rajasthan","2023","Summer","Surface Suction","14","50","32","96","19.684814336033","5.9905488448135","4"
"Rajasthan","2023","Summer","Floating","45","19","47","111","9.6196049209266","2.2361423414925","4"
"Rajasthan","2023","Monsoon","Submersible","21","57","22","100","10.111716623688","3.4792202835812","3"
"Rajasthan","2023","Monsoon","Surface Suction","16","45","33","94","17.504196088961","4.0732661008617","1"
"Rajasthan","2023","Monsoon","Floating","62","55","22","139","13.739048827709","5.7514392305334","4"
"Rajasthan","2023","Winter","Submersible","63","14","29","106","18.839828937677","1.3859153391615","3"
"Rajasthan","2023","Winter","Surface Suction","60","41","30","131","6.5883331474889","4.2212093078236","3"
"Rajasthan","2023","Winter","Floating","15","49","64","128","12.690698667322","4.1962697322339","4"
"Rajasthan","2024","Summer","Submersible","42","22","55","119","17.989061691077","6.5641984567693","4"
"Rajasthan","2024","Summer","Surface Suction","20","15","31","66","5.1217685247685","1.7220426414583","3"
"Rajasthan","2024","Summer","Floating","12","29","47","88","4.4705564460302","1.3340368897239","4"
"Rajasthan","2024","Monsoon","Submersible","52","49","25","126","12.502921834667","3.0318596286872","3"
"Rajasthan","2024","Monsoon","Surface Suction","30","53","32","115","16.820899650251","4.0809877680511","4"
"Rajasthan","2024","Monsoon","Floating","30","55","37","122","8.9595038427705","2.1332162968933","1"
"Rajasthan","2024","Winter","Submersible","30","23","44","97","16.652180260768","3.4110381141395","3"
"Rajasthan","2024","Winter","Surface Suction","40","56","48","144","15.416290433286","2.9633270989687","4"
"Rajasthan","2024","Winter","Floating","47","28","46","121","15.497168043639","1.7782375479402","3"
"Rajasthan","2025","Summer","Submersible","38","24","22","84","6.6158998956209","2.0719768320346","1"
"Rajasthan","2025","Summer","Surface Suction","28","20","24","72","19.146272263827","2.9089796225359","2"
"Rajasthan","2025","Summer","Floating","35","17","24","76","15.168172815994","2.3494358233109","2"
"Rajasthan","2025","Monsoon","Submersible","46","50","23","119","5.8056735462952","4.2471283351421","3"
"Rajasthan","2025","Monsoon","Surface Suction","45","15","35","95","8.3593908717305","6.6574762683505","4"
"Rajasthan","2025","Monsoon","Floating","66","57","29","152","16.818476875469","4.862075415743","4"
"Rajasthan","2025","Winter","Submersible","53","51","55","159","15.904331730608","6.8142257578153","3"
"Rajasthan","2025","Winter","Surface Suction","27","42","40","109","8.8961099011756","5.0109317259004","1"
"Rajasthan","2025","Winter","Floating","15","47","22","84","18.868562145306","1.5909678500764","4"
"Sikkim","2015","Summer","Submersible","42","40","40","122","16.930689862468","4.0309942691364","1"
"Sikkim","2015","Summer","Surface Suction","41","35","21","97","14.635521900753","1.9884040533263","3"
"Sikkim","2015","Summer","Floating","13","46","57","116","14.255435870338","4.3300340340069","2"
"Sikkim","2015","Monsoon","Submersible","61","33","62","156","16.100353864693","3.2193317538887","3"
"Sikkim","2015","Monsoon","Surface Suction","54","36","37","127","12.324347925883","3.9932369269233","1"
"Sikkim","2015","Monsoon","Floating","27","12","46","85","1.4866310272069","6.8642143646658","3"
"Sikkim","2015","Winter","Submersible","16","59","33","108","18.092105062257","3.0440009249305","3"
"Sikkim","2015","Winter","Surface Suction","57","42","62","161","10.602311300706","1.8265775763911","1"
"Sikkim","2015","Winter","Floating","14","38","51","103","3.4836837613603","4.5413871844382","2"
"Sikkim","2016","Summer","Submersible","55","52","23","130","13.877613774166","6.3052441109759","1"
"Sikkim","2016","Summer","Surface Suction","65","12","45","122","5.0231680271657","4.6252328791798","4"
"Sikkim","2016","Summer","Floating","10","25","30","65","6.9547567111863","6.258525661627","1"
"Sikkim","2016","Monsoon","Submersible","35","37","28","100","16.709723112866","1.9759133091394","4"
"Sikkim","2016","Monsoon","Surface Suction","67","58","61","186","10.401653664332","5.9815011566883","2"
"Sikkim","2016","Monsoon","Floating","30","33","43","106","5.6970535322123","4.0309841097599","3"
"Sikkim","2016","Winter","Submersible","11","23","51","85","12.304564056004","3.659080450868","3"
"Sikkim","2016","Winter","Surface Suction","49","51","59","159","17.472676452694","1.4533269625766","2"
"Sikkim","2016","Winter","Floating","21","52","46","119","17.52627939831","2.7878787679736","1"
"Sikkim","2017","Summer","Submersible","60","36","28","124","11.561500983697","3.2556302524198","2"
"Sikkim","2017","Summer","Surface Suction","16","16","27","59","16.255137065943","4.9888002632025","2"
"Sikkim","2017","Summer","Floating","16","30","56","102","14.393891429217","1.5654421028635","4"
"Sikkim","2017","Monsoon","Submersible","31","48","46","125","10.792317012037","1.7742207268626","3"
"Sikkim","2017","Monsoon","Surface Suction","57","28","61","146","3.607119365633","6.0490943443727","3"
"Sikkim","2017","Monsoon","Floating","26","40","29","95","0.25190076338854","1.5760416790369","1"
"Sikkim","2017","Winter","Submersible","30","45","42","117","10.168119532893","1.9442710892132","1"
"Sikkim","2017","Winter","Surface Suction","29","58","61","148","6.1065179806653","6.3794291498157","1"
"Sikkim","2017","Winter","Floating","12","11","35","58","2.8310421895421","6.0047525994835","3"
"Sikkim","2018","Summer","Submersible","14","16","53","83","11.659969594366","3.4099187545863","2"
"Sikkim","2018","Summer","Surface Suction","34","30","40","104","16.884191715525","3.5943781611105","2"
"Sikkim","2018","Summer","Floating","14","27","58","99","7.0849200637849","4.9699192028035","2"
"Sikkim","2018","Monsoon","Submersible","26","57","64","147","11.52161758029","5.1786267562133","4"
"Sikkim","2018","Monsoon","Surface Suction","63","57","25","145","2.0896479061567","2.4250967235644","3"
"Sikkim","2018","Monsoon","Floating","29","22","63","114","19.411466652547","5.2963783205173","1"
"Sikkim","2018","Winter","Submersible","23","45","27","95","12.524896455261","1.8782383995338","3"
"Sikkim","2018","Winter","Surface Suction","65","19","44","128","16.503858696114","2.8292761443472","1"
"Sikkim","2018","Winter","Floating","40","59","61","160","13.23581427629","3.6893680871565","4"
"Sikkim","2019","Summer","Submersible","13","35","23","71","5.1736354760286","5.2933769639934","1"
"Sikkim","2019","Summer","Surface Suction","13","14","64","91","7.2028422827788","3.790211948384","4"
"Sikkim","2019","Summer","Floating","57","42","57","156","11.877475353357","4.8730689128722","3"
"Sikkim","2019","Monsoon","Submersible","60","10","28","98","7.4726930418545","5.1326050957549","3"
"Sikkim","2019","Monsoon","Surface Suction","33","37","29","99","0.15567940537934","5.5178897037767","2"
"Sikkim","2019","Monsoon","Floating","32","56","36","124","0.054024336683269","3.5956079557416","1"
"Sikkim","2019","Winter","Submersible","49","45","39","133","0.86794357157122","3.0908678547739","2"
"Sikkim","2019","Winter","Surface Suction","37","14","58","109","4.1955082755822","1.4446524958023","2"
"Sikkim","2019","Winter","Floating","30","49","56","135","1.9009291732337","6.703206847169","2"
"Sikkim","2020","Summer","Submersible","21","26","56","103","19.001383105468","2.0766714254851","2"
"Sikkim","2020","Summer","Surface Suction","59","10","57","126","11.750249588536","1.3698513006209","3"
"Sikkim","2020","Summer","Floating","22","57","37","116","13.964309069889","4.7426331439051","3"
"Sikkim","2020","Monsoon","Submersible","29","19","48","96","14.406458329571","4.1766144432477","2"
"Sikkim","2020","Monsoon","Surface Suction","61","51","32","144","12.207877332881","6.6346521898614","3"
"Sikkim","2020","Monsoon","Floating","63","35","47","145","9.2902450100815","6.8735778821019","2"
"Sikkim","2020","Winter","Submersible","46","43","42","131","19.278874685379","1.9340512765854","1"
"Sikkim","2020","Winter","Surface Suction","44","20","52","116","8.8171022540503","4.8054585458653","3"
"Sikkim","2020","Winter","Floating","18","48","22","88","1.3846025149126","2.2623193269647","3"
"Sikkim","2021","Summer","Submersible","64","37","63","164","3.1878053149784","1.2645532983852","1"
"Sikkim","2021","Summer","Surface Suction","32","31","45","108","9.4049817065751","6.7266861691179","3"
"Sikkim","2021","Summer","Floating","10","12","46","68","14.667230294642","4.824992817605","2"
"Sikkim","2021","Monsoon","Submersible","14","38","52","104","2.1383972875964","4.0285259413933","1"
"Sikkim","2021","Monsoon","Surface Suction","59","30","34","123","16.773944805901","4.4930844168678","4"
"Sikkim","2021","Monsoon","Floating","30","39","46","115","6.8054996446806","4.7249957966452","2"
"Sikkim","2021","Winter","Submersible","45","49","20","114","16.494463281538","3.4129382910638","3"
"Sikkim","2021","Winter","Surface Suction","64","11","20","95","1.0266874264736","3.280900851746","2"
"Sikkim","2021","Winter","Floating","51","27","36","114","5.0453817920169","1.9398842701818","2"
"Sikkim","2022","Summer","Submersible","30","25","25","80","6.7443981982045","1.0852129370246","1"
"Sikkim","2022","Summer","Surface Suction","27","33","46","106","8.1313561581098","3.1337319955454","4"
"Sikkim","2022","Summer","Floating","54","19","21","94","2.5569947398693","5.4339523789375","1"
"Sikkim","2022","Monsoon","Submersible","47","54","42","143","7.5099724404144","3.9865393816414","2"
"Sikkim","2022","Monsoon","Surface Suction","19","52","32","103","18.189215960975","4.1199887442215","4"
"Sikkim","2022","Monsoon","Floating","63","43","58","164","13.073973858102","5.643616772942","2"
"Sikkim","2022","Winter","Submersible","13","48","27","88","13.994261543087","2.477624404619","4"
"Sikkim","2022","Winter","Surface Suction","64","52","46","162","19.653764791827","6.1614868658648","2"
"Sikkim","2022","Winter","Floating","47","35","43","125","3.8091399406009","3.6529368286769","3"
"Sikkim","2023","Summer","Submersible","60","57","32","149","7.7413462678259","4.3758459834886","3"
"Sikkim","2023","Summer","Surface Suction","23","57","41","121","4.6708360385274","6.9671544902982","4"
"Sikkim","2023","Summer","Floating","28","46","21","95","2.1144912086227","4.9888465514815","3"
"Sikkim","2023","Monsoon","Submersible","19","12","24","55","18.7270511565","1.1111474604757","3"
"Sikkim","2023","Monsoon","Surface Suction","49","59","54","162","9.6718609620866","4.0062842667665","2"
"Sikkim","2023","Monsoon","Floating","11","53","42","106","7.5277507546895","5.0335776395954","4"
"Sikkim","2023","Winter","Submersible","44","58","48","150","11.796687888795","2.2036982267479","3"
"Sikkim","2023","Winter","Surface Suction","42","17","31","90","4.9859070000922","2.3493206813532","1"
"Sikkim","2023","Winter","Floating","33","35","61","129","18.042444764908","6.5047373313461","3"
"Sikkim","2024","Summer","Submersible","11","15","40","66","8.0071118853992","6.2223754493542","3"
"Sikkim","2024","Summer","Surface Suction","50","33","41","124","2.361090145201","1.3376499286674","4"
"Sikkim","2024","Summer","Floating","36","42","41","119","15.653031256458","3.7319104603716","1"
"Sikkim","2024","Monsoon","Submersible","28","22","45","95","8.4849140641316","3.5499714425192","2"
"Sikkim","2024","Monsoon","Surface Suction","56","53","49","158","11.743582562714","3.858936384123","3"
"Sikkim","2024","Monsoon","Floating","32","22","36","90","1.4932328929045","6.4866422185243","4"
"Sikkim","2024","Winter","Submersible","22","12","45","79","9.2471120186932","3.4760196640212","3"
"Sikkim","2024","Winter","Surface Suction","12","10","45","67","5.495805288436","1.656399552762","3"
"Sikkim","2024","Winter","Floating","22","56","33","111","8.5381064127261","4.3121090337739","4"
"Sikkim","2025","Summer","Submersible","13","45","62","120","8.0169047130696","2.2405631444186","3"
"Sikkim","2025","Summer","Surface Suction","62","20","46","128","6.9221448156479","2.0356546774136","2"
"Sikkim","2025","Summer","Floating","21","58","29","108","9.9995452992484","1.8454236621279","2"
"Sikkim","2025","Monsoon","Submersible","18","26","57","101","8.4350996056839","1.880809790524","2"
"Sikkim","2025","Monsoon","Surface Suction","46","15","40","101","14.677907417992","1.4414877669381","1"
"Sikkim","2025","Monsoon","Floating","20","53","33","106","2.6528774890793","4.1118321439961","4"
"Sikkim","2025","Winter","Submersible","14","17","24","55","19.323560496691","5.9261916825786","1"
"Sikkim","2025","Winter","Surface Suction","35","15","35","85","2.5132229115917","1.8302713752515","3"
"Sikkim","2025","Winter","Floating","53","46","25","124","8.5712922520358","5.3595145949587","3"
"Tamil Nadu","2015","Summer","Submersible","46","18","22","86","12.756443585188","1.0560697209175","4"
"Tamil Nadu","2015","Summer","Surface Suction","21","53","50","124","13.680497233841","2.5922183987221","2"
"Tamil Nadu","2015","Summer","Floating","63","23","32","118","18.620385517594","6.0484986161521","2"
"Tamil Nadu","2015","Monsoon","Submersible","13","11","54","78","15.591528977225","4.4512497583768","2"
"Tamil Nadu","2015","Monsoon","Surface Suction","21","28","29","78","1.5931168186177","1.4193508713277","1"
"Tamil Nadu","2015","Monsoon","Floating","66","18","28","112","19.417083957354","6.6848634063737","2"
"Tamil Nadu","2015","Winter","Submersible","20","20","27","67","12.68110112022","5.5653488377674","4"
"Tamil Nadu","2015","Winter","Surface Suction","48","44","27","119","15.320517990386","3.0328070195627","1"
"Tamil Nadu","2015","Winter","Floating","62","28","26","116","9.296996074081","4.2251386012183","3"
"Tamil Nadu","2016","Summer","Submersible","69","45","36","150","18.119783012984","1.2475019408304","4"
"Tamil Nadu","2016","Summer","Surface Suction","54","37","39","130","13.17733333844","4.8826675658446","4"
"Tamil Nadu","2016","Summer","Floating","41","10","36","87","1.5763615448557","5.5779933862717","4"
"Tamil Nadu","2016","Monsoon","Submersible","11","41","64","116","9.7619403174565","5.2721761423267","4"
"Tamil Nadu","2016","Monsoon","Surface Suction","10","14","54","78","18.607023542661","5.7092979003268","2"
"Tamil Nadu","2016","Monsoon","Floating","33","13","33","79","6.1070642709558","3.5751434917602","3"
"Tamil Nadu","2016","Winter","Submersible","64","16","61","141","11.875015048144","1.0944158822413","1"
"Tamil Nadu","2016","Winter","Surface Suction","45","23","37","105","5.0370672469142","5.6638128888635","2"
"Tamil Nadu","2016","Winter","Floating","46","32","26","104","11.920603218996","3.7623170540502","4"
"Tamil Nadu","2017","Summer","Submersible","51","45","34","130","12.727454114192","5.5076387016265","2"
"Tamil Nadu","2017","Summer","Surface Suction","63","25","38","126","19.599722145742","6.2930003468262","2"
"Tamil Nadu","2017","Summer","Floating","53","25","20","98","13.225306125302","3.4560695252944","3"
"Tamil Nadu","2017","Monsoon","Submersible","37","10","24","71","19.910328971806","1.7131154708574","2"
"Tamil Nadu","2017","Monsoon","Surface Suction","22","10","35","67","4.8990701673191","5.3781977646803","4"
"Tamil Nadu","2017","Monsoon","Floating","25","24","61","110","14.204866838545","1.692399149685","1"
"Tamil Nadu","2017","Winter","Submersible","62","26","60","148","7.3531609211822","4.5465722832137","2"
"Tamil Nadu","2017","Winter","Surface Suction","37","16","28","81","19.457887787754","1.3344131590084","3"
"Tamil Nadu","2017","Winter","Floating","55","56","34","145","9.6276542349685","1.4711631156494","4"
"Tamil Nadu","2018","Summer","Submersible","54","15","56","125","16.980690265669","4.1295970779467","1"
"Tamil Nadu","2018","Summer","Surface Suction","15","35","58","108","0.10051006730624","3.5669407398295","4"
"Tamil Nadu","2018","Summer","Floating","48","22","32","102","3.4916796935272","2.7163603099557","2"
"Tamil Nadu","2018","Monsoon","Submersible","66","28","57","151","4.1972935455824","4.5945959506165","1"
"Tamil Nadu","2018","Monsoon","Surface Suction","32","34","47","113","7.4449059037214","5.3239867270472","2"
"Tamil Nadu","2018","Monsoon","Floating","39","26","59","124","11.315031284492","3.1927089079196","1"
"Tamil Nadu","2018","Winter","Submersible","57","49","35","141","7.3988826410894","2.6737971665212","3"
"Tamil Nadu","2018","Winter","Surface Suction","57","32","31","120","1.6854111836153","5.8711701989955","4"
"Tamil Nadu","2018","Winter","Floating","27","25","35","87","19.378457474375","4.4396601325192","2"
"Tamil Nadu","2019","Summer","Submersible","37","50","32","119","14.854614589082","3.485849874005","2"
"Tamil Nadu","2019","Summer","Surface Suction","60","21","51","132","7.8295946066803","6.0697022636356","2"
"Tamil Nadu","2019","Summer","Floating","61","25","39","125","7.4017856013994","1.1100303340639","4"
"Tamil Nadu","2019","Monsoon","Submersible","47","17","38","102","9.4308025317633","1.8990288051278","2"
"Tamil Nadu","2019","Monsoon","Surface Suction","31","53","36","120","7.3426567062053","6.4460916713149","4"
"Tamil Nadu","2019","Monsoon","Floating","41","22","40","103","0.40954166724396","4.1312506622415","1"
"Tamil Nadu","2019","Winter","Submersible","67","36","54","157","11.578743524107","4.8830066323059","1"
"Tamil Nadu","2019","Winter","Surface Suction","50","57","50","157","6.2267848585883","4.4066617385913","3"
"Tamil Nadu","2019","Winter","Floating","27","32","42","101","2.1721480469299","3.8367600718095","1"
"Tamil Nadu","2020","Summer","Submersible","25","48","64","137","13.542025527147","2.1935041570916","4"
"Tamil Nadu","2020","Summer","Surface Suction","65","33","32","130","5.7870482044449","2.5210060966346","1"
"Tamil Nadu","2020","Summer","Floating","13","43","47","103","9.4056787252647","4.4149058839274","2"
"Tamil Nadu","2020","Monsoon","Submersible","35","56","45","136","5.0261537428431","1.9972032208525","4"
"Tamil Nadu","2020","Monsoon","Surface Suction","20","19","42","81","13.338107733684","2.4041690518412","1"
"Tamil Nadu","2020","Monsoon","Floating","27","58","46","131","9.6853239621945","4.2998739183032","2"
"Tamil Nadu","2020","Winter","Submersible","37","37","64","138","11.994380222206","2.0654320157897","2"
"Tamil Nadu","2020","Winter","Surface Suction","14","59","30","103","11.356562223446","5.9895897786465","3"
"Tamil Nadu","2020","Winter","Floating","48","50","56","154","16.859007803536","3.8205757507091","2"
"Tamil Nadu","2021","Summer","Submersible","62","31","50","143","12.320770566799","1.7454202333349","4"
"Tamil Nadu","2021","Summer","Surface Suction","29","48","47","124","8.7781748041248","6.719003060627","2"
"Tamil Nadu","2021","Summer","Floating","57","44","51","152","9.5843251486703","5.0524266228118","4"
"Tamil Nadu","2021","Monsoon","Submersible","55","48","54","157","6.5026585680053","3.8266621299865","1"
"Tamil Nadu","2021","Monsoon","Surface Suction","15","26","36","77","2.9482556726797","5.2490195310134","1"
"Tamil Nadu","2021","Monsoon","Floating","46","49","58","153","7.472816369334","2.9974725773884","1"
"Tamil Nadu","2021","Winter","Submersible","57","23","46","126","9.5324832101726","6.194205953944","1"
"Tamil Nadu","2021","Winter","Surface Suction","47","26","38","111","15.258977570231","5.5569194151298","3"
"Tamil Nadu","2021","Winter","Floating","31","13","36","80","18.556201232954","2.9959395989253","3"
"Tamil Nadu","2022","Summer","Submersible","40","20","57","117","8.5864268393527","6.7963367965912","2"
"Tamil Nadu","2022","Summer","Surface Suction","35","36","27","98","18.726938949422","4.5495959375004","3"
